	time	id	sentiment	topic	like	text
12	Tue Nov 30 23:56:25 +0000 2021	1.46583e+18	/	CV	0	$MRK Merck is for Covid patients with preexisting conditions. Pfizer is for Covid patients without any pre existing conditions. They cannot be compared like orange and apple 📶
14	Tue Nov 30 23:59:49 +0000 2021	1.46583e+18	/	CR	5770	"Top officials are considering requiring everyone who enters US get tested day before their flight &amp; having all, including US citizens, test again after returning home, regardless of vaccination status, confirming WaPo. Officials are deliberating tonight but no final decision yet."
18	Tue Nov 30 23:57:10 +0000 2021	1.46583e+18	/	CL	3	How do Republicans answer this question concerning their claims that Biden invented the new COVID Variant to help win the midterms? Would dozens of European countries enact travel restrictions that hurt their economies to help Democrats in the midterms? Fox News Lunacy! https://t.co/ikkOv82cm2
19	Tue Nov 30 23:59:34 +0000 2021	1.46583e+18	/	CP	0	@danno321s @worktwit629 @zerohedge But Ivermectine is forbidden in many countries to force the covid toxijab.
20	Tue Nov 30 23:55:08 +0000 2021	1.46583e+18	/	CS	1	@usedall @MiaFarrow In a lot of cases the drug worked. Not all drugs work on everybody because of our own immune systems why do some people test positive to Covid and no symptoms while others die or hospitalized.
22	Tue Nov 30 23:57:14 +0000 2021	1.46583e+18	/	CT	1	@artyjoestar2001 covid covid covid variante africa errr covid
23	Tue Nov 30 23:56:04 +0000 2021	1.46583e+18	/	CV	0	Does the #COVID19 Vaccine Cause #Infertility or Miscarriages? Doctors and Experts Break It Down https://t.co/tDO0Qshr5X https://t.co/3oMfmd25TC
24	Tue Nov 30 23:59:17 +0000 2021	1.46583e+18	/	CV	6	Kentucky's attorney general won a preliminary court order Tuesday to block President Joe Biden’s coronavirus vaccination mandate for federal government contractors and subcontractors. https://t.co/mQk62Rwcyv
25	Tue Nov 30 23:56:10 +0000 2021	1.46583e+18	/	CV	1	@DirtMcgirt412 @PeterBerki @johnnyRyall11 @RichOfTheBurns @kumailn And you’re a bit behind: Comirnaty (Pfizer) is in fact FDA approved
26	Tue Nov 30 23:55:51 +0000 2021	1.46583e+18	/	CV	4	"$QQQ , $IWM  Vaccines are  90% effective vs the Omicron, both in being infected and recovering, recent data show, so nothing burger scare, Moderna wanted to sell more new vaccines etc etc etc… ️"
30	Tue Nov 30 23:56:36 +0000 2021	1.46583e+18	/	CP	0	FDA panel narrowly recommends authorization of first antiviral pill to treat COVID - STAT https://t.co/F4F0ESnJCX
33	Tue Nov 30 23:58:29 +0000 2021	1.46583e+18	/	PL	0	#news #business#technology #health #kids #covid #omicron exactly no need to panic https://t.co/29kJ0d1Hkw
34	Tue Nov 30 23:58:56 +0000 2021	1.46583e+18	/	CY	4	"Covid got me thinking that it’s some sort of fraternity now, and that it’s currently in its Omicron class 💀💀"
36	Tue Nov 30 23:55:13 +0000 2021	1.46583e+18	/	CS	0	"@WillWLau @LivingTissue @denise_dewald @hjelle_brian explained it quite clearly: Death from SARS2 affects a rather small minority anyway, from an evolutionary POV. But more importantly, when you die of COVID, you do so weeks after you're finished propagating SARS2. The virus could care less. It's moved on bro..."
37	Tue Nov 30 23:55:37 +0000 2021	1.46583e+18	/	CP	1	1 in 4 COVID patients hospitalized while vitamin D deficient die - Israeli study | The Times of Israel  What some of us have been screaming for 20 months!   🤦‍♂️ https://t.co/OUNRkRVewN
38	Tue Nov 30 23:57:38 +0000 2021	1.46583e+18	/	CP	0	How Kickstarter Creators Are Coping with the Coronavirus — Kickstarter CRYPTO CRYPTO NEWS - https://t.co/ehi8NLssCK
40	Tue Nov 30 23:59:50 +0000 2021	1.46583e+18	/	CS	0	How Federal Prisons Became Coronavirus Death Traps  https://t.co/9DyCFgy62W
41	Tue Nov 30 23:58:33 +0000 2021	1.46583e+18	/	CT	0	"@Saidaioujou I wish, it’s a new variant of Covid."
42	Tue Nov 30 23:57:01 +0000 2021	1.46583e+18	/	CY	0	"@JPvanYpersele @dwallacewells People are now used to COVID-type graphs and information. Would it make sense to communicate climate-information with similar graphs, and where applicable, like for air pollution deaths, have a comparison with covid ?"
43	Tue Nov 30 23:57:24 +0000 2021	1.46583e+18	/	CT	5	"Will the Omicron strain of #Covid19 have deadly effects, or could it just be a fizzer? Experts with the Australian Science Media Centre answer the tough questions. @andrew_hough #TheAdvertiser https://t.co/aioPums1co"
44	Tue Nov 30 23:58:14 +0000 2021	1.46583e+18	/	CR	0	"Florida, the state with the lowest infection rate in the nation, is the most corona-open state in the nation, with no lockdowns, no masks, open schools, and sanctions against companies that mandate vaccines. https://t.co/9U8bJ22f2c"
45	Tue Nov 30 23:56:45 +0000 2021	1.46583e+18	/	CR	0	@Cogni_Dissident @saltguy66 @ask1087 @mtracey Covid restrictions in workplaces?
46	Tue Nov 30 23:59:08 +0000 2021	1.46583e+18	/	CV	0	BREAKING REPORT: Pfizer CEO Says “Most Likely Scenario” is “ANNUAL REVACCINATION” Against Covid... #dkpol
51	Tue Nov 30 23:59:43 +0000 2021	1.46583e+18	/	CV	0	Parents who want to be present when their child is vaccinated at school is fine. Making it mandatory makes no sense. It is going to slow down #vaccination rates and put a burden on working parents. There will be too many extra people in school buildings which is unsafe #skpoli
54	Tue Nov 30 23:55:37 +0000 2021	1.46583e+18	/	CT	5	Omicron COVID Variant Found ONLY in Fully Vaccinated https://t.co/ZcBtlwzdZ2
63	Tue Nov 30 23:57:37 +0000 2021	1.46583e+18	/	CV	0	@Craig_A_Spencer Moderna is just guessing Scientists say it will take about 3 weeks before it is known how the heavily mutated variant impacts on the effectiveness of vaccines. https://t.co/MXBXVQmTE8
64	Tue Nov 30 23:58:42 +0000 2021	1.46583e+18	/	CV	3	"@BigJoeBastardi Annual vax makes sense. Flu vax loses a lot of effectiveness after 4 months, no reason to think Covid vax would last more than a year in a best case scenario. Exception: if Covid mutates to a milder form, which is fairly likely at some point."
66	Tue Nov 30 23:55:41 +0000 2021	1.46583e+18	/	PL	1	"@Suziesu5979 Thank you my lovely! My first one was horrendous, took 3 months to get over it. I have chronic brittle asthma &amp; it hit my lungs hard but not as hard as covid would have done. Felt nothing for my second &amp; feeling rough from this one. Had some meds &amp; under the electric blanket.💜"
67	Tue Nov 30 23:55:18 +0000 2021	1.46583e+18	/	CV	2	Making Covid-19 vaccines mandatory was once unthinkable. But European countries are showing it can work - CNN https://t.co/0oanwwwrG1
69	Tue Nov 30 23:56:04 +0000 2021	1.46583e+18	/	PL	1	@Will666sortof I’m masking. I have gel in my car. Always had gel in my car even before COVID. B4 COVID I’d come home and wash my hands. So masks are my friends. I will wear them when till I don’t need to
71	Tue Nov 30 23:55:07 +0000 2021	1.46583e+18	/	CR	2	"The law has been passed &amp; will last until end of March, (unless extended)  Any contact of Omicron case whether vaccinated (not necessary currently) or not, must isolate for 10 days  This will decimate education and workplaces &amp; further undermine vaccination efforts https://t.co/KmbwHVDdFN"
78	Tue Nov 30 23:58:56 +0000 2021	1.46583e+18	/	CV	32	@ChrisStigall Tell me you're invested in Pfizer without telling me you're invested in Pfizer.
79	Tue Nov 30 23:59:14 +0000 2021	1.46583e+18	/	CS	51	"Also worth noting the true impact of these low vaccination rates statewide.   In Teton County (83% fully vaccinated) about 1 in 1,676 people have died due to complications with COVID-19  In next-door Sublette County (32%), that rate is 1 in 447. In Park (42%) it's 1 in 301. https://t.co/kDVcUAXwZq"
83	Tue Nov 30 23:58:13 +0000 2021	1.46583e+18	/	CT	0	"@FaceTheNation VINEET MENACHERY, the chimeric virus designer in the collaborated paper, ""We chose a mouse-adapted strain for the backbone  and what surprised us was that the SARS-like CoV spikes, WIV1 and SHC014, which were isolated from bats, caused robust disease.""https://t.co/KuZ6ynMgUk"
84	Tue Nov 30 23:57:58 +0000 2021	1.46583e+18	/	CP	29	Merck’s Covid pill secures narrow backing from US regulatory panel https://t.co/Z8PBb2X92a
86	Tue Nov 30 23:59:32 +0000 2021	1.46583e+18	/	CV	1	"Our kids who are at no risk from covid are being put into masks despite most the population of adults being vaccinated or had covid, is down to cowardly people who have complied the whole time."
87	Tue Nov 30 23:55:54 +0000 2021	1.46583e+18	/	CV	2	"Notably, the Brits are not vaccinating children 5-11 https://t.co/GRYoBN5j3g #cdnpoli #bcpoli"
91	Tue Nov 30 23:56:19 +0000 2021	1.46583e+18	/	CP	1	"@HitOrMissJudy With vaccination, booster and mask, I would guess it's okay."
94	Tue Nov 30 23:57:35 +0000 2021	1.46583e+18	/	PL	1	Reminds me of the innocent old days when we'd make jokes about coronavirus being a beer https://t.co/5KNWG3JWNY https://t.co/L9fw4Cwljs
95	Tue Nov 30 23:55:51 +0000 2021	1.46583e+18	/	CP	0	@Merck Small molecule antiviral therapies are BS...we all know that but people dont! Not just about Molnupiravir -its true for Paxlovid or Ritanovir or even simple HSV drugs.Make hay while the Covid shines!
98	Tue Nov 30 23:58:37 +0000 2021	1.46583e+18	/	CV	0	Covid: Who can have a booster jab and how can you get one? - BBC News https://t.co/cCqIhPaj39 https://t.co/JnDBp6JxnM
99	Tue Nov 30 23:56:48 +0000 2021	1.46583e+18	/	CV	0	@xikron @2021Hal @RepRosendale @HouseGOP So you admit that one of the covid vaccines is fully approved and I'm the one spreading misinformation? https://t.co/sbCcExlzLP
100	Tue Nov 30 23:59:47 +0000 2021	1.46583e+18	/	CT	1	Omicron brings COVID-19 vaccine inequity 'home to roost' @AP @mylcheng @lhinnant @ZekeJMiller  https://t.co/9zlv2pvPvE
101	Tue Nov 30 23:55:56 +0000 2021	1.46583e+18	/	CV	0	I get my second covid shot Friday and 😮‍💨🥺… really not ready!!!
102	Tue Nov 30 23:59:08 +0000 2021	1.46583e+18	/	CY	1	"@ss_slacker My theory: recruiters are people who can't handle failure  or difficulties and it has traditionally been an easy enough job.  Post covid world, the tech industries have become more competitive to hire and wages are up. Recruiters failing to get new staff is freaking them out."
103	Tue Nov 30 23:55:42 +0000 2021	1.46583e+18	/	CS	0	Bron got the Covid??
142	Tue Nov 30 23:59:48 +0000 2021	1.46583e+18	/	CP	0	@Gordon_crp @roisinanna @gavreilly @VirginMediaNews What’s your actual concern? That kids will not develop immunity to Covid if masked or otherwise protected from it? Or that their immune systems in some broader sense will be weaker due to those mitigations?
145	Tue Nov 30 23:55:11 +0000 2021	1.46583e+18	/	CR	2	"@jennwade14 @rorymcevoy I can see the issue all right. It's parents blowing it way out of proportion (not Rory) I've seen parents refusing chld wearing masks, vaccination, refusing school sanitiser, complaining about windows open yet schools have to do more to keep them safe. Schools can only do so much"
146	Tue Nov 30 23:55:10 +0000 2021	1.46583e+18	/	CP	0	"""An F.D.A. panel endorses Merck’s Covid pill for high-risk adults."" via NYT https://t.co/Ni4rW3Oxmi #healthnews #dentistry #newyorktimes"
147	Tue Nov 30 23:58:02 +0000 2021	1.46583e+18	/	CY	0	@bo_theis Covid is political
149	Tue Nov 30 23:58:02 +0000 2021	1.46583e+18	/	CL	2	New Research: SARS-CoV-2 Among Migrants Recently Arrived in Europe From Low- and Middle-Income Countries: Containment Strategies and Special Features of Management in Reception Centers: Despite the “migrants and COVID-19”… https://t.co/NBGLBsRiM2 #PublicHealth #HealthForAll
150	Tue Nov 30 23:58:48 +0000 2021	1.46583e+18	/	CS	0	"@quintic That's what I meant to claim, that the general causes of death didn't go up, that covid didn't create a spike in causes of death. When adjusted, excess deaths didn't rise. However, they have recently risen sharply and we are left to speculate about why. https://t.co/lVNiqXqPa3"
152	Tue Nov 30 23:55:38 +0000 2021	1.46583e+18	/	CS	0	"B.C. records 358 new cases of COVID-19 and no additional deaths. There are 300 people in hospital with the disease, 104 of whom are in intensive care | CBC News https://t.co/rWg3wpFEmP"
153	Tue Nov 30 23:58:34 +0000 2021	1.46583e+18	/	CV	0	"@ES53069807 @sibanyoni_mt @BNODesk A traditional vaccination that is local and just causes an immune response when it reaches the lymph node, the mRNA vaccine goes anywhere in the body, cuts into your cell membranes and then enters your cell with a laboratory made RNA strand,"
154	Tue Nov 30 23:58:17 +0000 2021	1.46583e+18	/	CV	0	@itskingsupreme @GirlNxDoor All NFL coaches are required to get vaccinated. Only 2 Cowboys players were unvaccinated. A total of 12-15 vaccinated players and coaches have gotten covid since training camp.
155	Tue Nov 30 23:57:55 +0000 2021	1.46583e+18	/	CV	0	Pima County offering COVID-19 vaccines at Tucson Convention Center https://t.co/RgNoXjE13R
156	Tue Nov 30 23:57:11 +0000 2021	1.46583e+18	/	CS	0	@NotNeva @RealMattCouch I mean that sincerely.   https://t.co/4agSgrF6hz
158	Tue Nov 30 23:59:24 +0000 2021	1.46583e+18	/	CT	0	"They Called Their Band Omicron. Now They’re Sharing the Name With a Covid Variant  “Whether for the right or wrong reasons, we’ve been getting clicks,"" says guitarist Li Heng Chan of the defunct Hong Kong prog-metal outfit.   ""It’s been a lot to process” https://t.co/mQvHk9Wcq3"
160	Tue Nov 30 23:56:08 +0000 2021	1.46583e+18	/	CT	0	"omicron Covid, China factory activity, oil prices – EAST AUTO NEWS https://t.co/NBr8biZfIH"
161	Tue Nov 30 23:57:08 +0000 2021	1.46583e+18	/	CV	0	@MicheleSobering @SDonato89 @levinepmc @AirCanada These anti-Covid vaccines are garbage!
163	Tue Nov 30 23:56:19 +0000 2021	1.46583e+18	/	PL	1	"Nearly 3 billion people – or 37% of the world’s population – have never used the internet, according to the United Nations, despite the Covid-19 pandemic driving people online. @AFP  @3Lmantra  https://t.co/lHUktiRNOc"
166	Tue Nov 30 23:57:04 +0000 2021	1.46583e+18	/	PL	2	"@scmackay That article most certainly did not make it sound safe in any way, shape, or form. And the scientists urged great caution &amp; a slow approach. Congrats, you didn’t die of Covid, but now you’re going to get cancer."
168	Tue Nov 30 23:58:53 +0000 2021	1.46583e+18	/	CR	0	🇮🇳 INDIA: Tamil Nadu officials extend COVID-19 restrictions until 15 December – Update | https://t.co/LJf8OxFmpl
169	Tue Nov 30 23:56:08 +0000 2021	1.46583e+18	/	CS	3	COVID-19: Influx of cases causing strain on Kingston hospitals https://t.co/zRkNoowFFD https://t.co/PrbGGWYSfa
170	Tue Nov 30 23:59:50 +0000 2021	1.46583e+18	/	CT	1	COVID-19: Eight further cases of new Omicron variant identified in England - bringing UK total to 22 | UK News | Sky News https://t.co/2yGE5u7twg
171	Tue Nov 30 23:56:59 +0000 2021	1.46583e+18	/	PL	0	@itsanwar99 they prolly too broke to afford artists after 2 years of covid
172	Tue Nov 30 23:58:30 +0000 2021	1.46583e+18	/	CR	6	"@emily_fri Think of it like this-can a patient walk into your office with no appointment and demand to be seen right now?Can your office give on demand vaxxes with no appt?Perhaps if pharmacists had some help in retail,they could do that.But they also need to fill Rxs,do COVID testing,etc."
173	Tue Nov 30 23:55:53 +0000 2021	1.46583e+18	/	CV	0	"#VaccineMandate for mainline ICU access - hard agree - unless specialist has given a credible reason to not have #vaccination , and you chose not to, care you get is in a spot in a dedicated overflow respiratory clinic with #unvaccinated staff who agree with your position. https://t.co/GM6ztLcS0A"
176	Tue Nov 30 23:59:23 +0000 2021	1.46583e+18	/	CR	0	@DOEChancellor The Occupational Safety and Health Administration (OSHA) is abiding by a court order and suspending enforcement of the Biden administration's COVID-19 vaccine mandate on large private businesses.
178	Tue Nov 30 23:57:16 +0000 2021	1.46583e+18	/	CT	2	@shaindelr It’ll be the end of Covid mutations.
181	Tue Nov 30 23:55:32 +0000 2021	1.46583e+18	/	CV	10	There are FULLY VACCINATED PEOPLE DYING in the hospital. There are UNVACCINATED PEOPLE WHO ARE HOME WITH COVID AND HEALING.  STOP being ignorant.  Be smart. Wash your hands. Do what you feel is right for you. But don’t you DARE call nurses who RISKED THEIR LIFE FOR YOU a murderer
182	Tue Nov 30 23:59:00 +0000 2021	1.46583e+18	/	CP	0	The UK authorized Merck's COVID pill. It's the first shown to treat COVID-19 https://t.co/MTxLlbY7iY
